1.Number of jobs reviewed:,,,
11804,2,1,
11806,1,0,
11809,1,0,
11811,2,1,
11813,6,0,
11816,3,0,
11818,2,1,
11820,4,1,
11823,3,1,
11824,7,1,
11825,3,1,
11826,2,1,
11828,3,1,
11829,3,1,
11832,4,1,
11833,14,1,
11834,2,1,
11838,2,1,
11839,1,0,
11840,2,1,
11841,6,1,
11842,6,1,
11843,3,1,
11844,6,1,
11849,3,1,
11850,3,0,
11852,5,1,
11854,3,1,
11858,6,1,
11859,4,1,
11863,6,1,
11864,2,1,
11865,3,1,
11868,9,1,
11872,2,1,
11874,2,1,
11875,2,1,
11876,2,1,
11877,8,1,
11879,2,1,
11881,6,1,
11882,2,1,
11884,1,0,
11887,2,1,
11888,5,0,
11889,2,1,
11893,14,1,
11894,1,0,
11895,3,1,
11896,2,1,
11898,1,0,
11899,4,1,
11900,6,1,
11901,4,1,
11906,11,1,
11908,3,1,
11909,7,1,
11914,6,1,
11919,3,1,
11920,2,1,
11924,1,0,
11926,9,1,
11928,7,0,
11929,1,0,
11931,7,1,
11933,7,1,
11936,4,1,
,,,
8.Weekly Engagement:,,,
year_num,week_num,device,no_of_users
2014,17,acer aspire desktop,2
2014,17,acer aspire notebook,2
2014,17,amazon fire phone,1
2014,17,asus chromebook,3
2014,17,dell inspiron desktop,1
2014,17,dell inspiron notebook,4
2014,17,hp pavilion desktop,2
2014,17,htc one,2
2014,17,ipad air,1
2014,17,ipad mini,3
2014,17,iphone 4s,3
2014,17,iphone 5,11
2014,17,iphone 5s,5
2014,17,lenovo thinkpad,8
2014,17,mac mini,1
2014,17,macbook air,4
2014,17,macbook pro,13
2014,17,nexus 5,4
2014,17,nexus 7,4
2014,17,nokia lumia 635,2
2014,17,samsumg galaxy tablet,2
2014,17,samsung galaxy note,1
2014,17,samsung galaxy s4,7
2014,18,acer aspire notebook,1
2014,18,asus chromebook,1
2014,18,dell inspiron notebook,2
2014,18,ipad mini,3
2014,18,iphone 4s,1
2014,18,iphone 5,2
2014,18,kindle fire,1
2014,18,lenovo thinkpad,8
2014,18,macbook air,5
2014,18,macbook pro,11
2014,18,nexus 5,3
2014,18,nexus 7,2
2014,18,nokia lumia 635,1
2014,18,samsung galaxy s4,5
2014,19,acer aspire notebook,1
2014,19,asus chromebook,1
2014,19,dell inspiron notebook,1
2014,19,ipad mini,1
2014,19,iphone 4s,1
2014,19,iphone 5s,1
2014,19,mac mini,1
2014,19,macbook pro,4
2014,19,nexus 5,1
2014,19,windows surface,1
2014,20,dell inspiron notebook,1
2014,20,macbook pro,2
2014,20,windows surface,1
2014,21,macbook pro,1
2014,22,samsung galaxy s4,1
2014,23,macbook pro,1
,,,
9.Email Engagement:,,,
engagements,total_users,engagement_rate,
5927,6179,95.9217,
